Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,715700,0,715.700 us,28672,28,0
HeapSort,4061600,4,4.062 ms,233472,228,0
MergeSort,14586300,14,14.586 ms,217088,212,0
InsertionSort,470469700,470,470.470 ms,126976,124,0
SelectionSort,2287423800,2287,2.287 s,61440,60,0
BubbleSort,20152295400,20152,20.152 s,0,0,0
