Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,13576700,13,13.577 ms,311296,304,0
HeapSort,22612600,22,22.613 ms,421888,412,0
MergeSort,56252900,56,56.253 ms,307200,300,0
InsertionSort,1780417500,1780,1.780 s,0,0,0
SelectionSort,23633728200,23633,23.634 s,0,0,0
BubbleSort,67899620600,67899,67.900 s,0,0,0
