Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
HeapSort,8965100,8,8.965 ms,512000,500,0
QuickSort,17980900,17,17.981 ms,471040,460,0
MergeSort,24786200,24,24.786 ms,229376,224,0
InsertionSort,4986491100,4986,4.986 s,110592,108,0
SelectionSort,9305390300,9305,9.305 s,0,0,0
BubbleSort,115401566600,115401,115.402 s,0,0,0
