Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
HeapSort,3689900,3,3.690 ms,360448,352,0
QuickSort,6691400,6,6.691 ms,118784,116,0
MergeSort,13905100,13,13.905 ms,217088,212,0
InsertionSort,1172276600,1172,1.172 s,49152,48,0
SelectionSort,2257739200,2257,2.258 s,151552,148,0
BubbleSort,28760298700,28760,28.760 s,0,0,0
