Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,4393400,4,4.393 ms,290816,284,0
HeapSort,8946400,8,8.946 ms,335872,328,0
MergeSort,27513000,27,27.513 ms,233472,228,0
InsertionSort,280964800,280,280.965 ms,139264,136,0
SelectionSort,13703773900,13703,13.704 s,0,0,0
BubbleSort,32761161800,32761,32.761 s,0,0,0
