Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
HeapSort,5200,0,5.200 us,0,0,0
QuickSort,7900,0,7.900 us,0,0,0
SelectionSort,10800,0,10.800 us,0,0,0
BubbleSort,15900,0,15.900 us,8192,8,0
InsertionSort,16700,0,16.700 us,12288,12,0
MergeSort,20200,0,20.200 us,12288,12,0
