Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,13185200,13,13.185 ms,233472,228,0
HeapSort,20987300,20,20.987 ms,315392,308,0
MergeSort,62378200,62,62.378 ms,204800,200,0
InsertionSort,1689207000,1689,1.689 s,61440,60,0
SelectionSort,24137613600,24137,24.138 s,0,0,0
BubbleSort,68299348700,68299,68.299 s,0,0,0
