Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
HeapSort,3762100,3,3.762 ms,344064,336,0
QuickSort,6428000,6,6.428 ms,77824,76,0
MergeSort,12501600,12,12.502 ms,278528,272,0
InsertionSort,1166606700,1166,1.167 s,36864,36,0
SelectionSort,2263725300,2263,2.264 s,110592,108,0
BubbleSort,28728394700,28728,28.728 s,0,0,0
