Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,508400,0,508.400 us,45056,44,0
HeapSort,4134800,4,4.135 ms,372736,364,0
MergeSort,15548300,15,15.548 ms,221184,216,0
InsertionSort,487593500,487,487.594 ms,45056,44,0
SelectionSort,2229473000,2229,2.229 s,126976,124,0
BubbleSort,20088891400,20088,20.089 s,0,0,0
