Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
HeapSort,9236700,9,9.237 ms,589824,576,0
QuickSort,18870800,18,18.871 ms,278528,272,0
MergeSort,28271200,28,28.271 ms,221184,216,0
InsertionSort,5048374600,5048,5.048 s,0,0,0
SelectionSort,9327247400,9327,9.327 s,8192,8,0
BubbleSort,114663807700,114663,114.664 s,0,0,0
