Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,398900,0,398.900 us,40960,40,0
HeapSort,2027000,2,2.027 ms,192512,188,0
MergeSort,9458200,9,9.458 ms,315392,308,0
InsertionSort,115351200,115,115.351 ms,147456,144,0
SelectionSort,548438800,548,548.439 ms,135168,132,0
BubbleSort,4566314200,4566,4.566 s,28672,28,0
