Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,13149400,13,13.149 ms,180224,176,0
HeapSort,21950200,21,21.950 ms,98304,96,0
MergeSort,52001300,52,52.001 ms,225280,220,0
InsertionSort,1671603500,1671,1.672 s,94208,92,0
SelectionSort,14829020200,14829,14.829 s,0,0,0
BubbleSort,30244735200,30244,30.245 s,0,0,0
