Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,1238900,1,1.239 ms,94208,92,0
HeapSort,7919300,7,7.919 ms,114688,112,0
MergeSort,32129200,32,32.129 ms,233472,228,0
InsertionSort,1996628200,1996,1.997 s,147456,144,0
SelectionSort,10995917200,10995,10.996 s,0,0,0
BubbleSort,82734366900,82734,82.734 s,0,0,0
