Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,8625200,8,8.625 ms,200704,196,0
HeapSort,12470200,12,12.470 ms,364544,356,0
MergeSort,37959100,37,37.959 ms,245760,240,0
InsertionSort,331109100,331,331.109 ms,73728,72,0
SelectionSort,14207754700,14207,14.208 s,0,0,0
BubbleSort,33372086000,33372,33.372 s,0,0,0
