Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,29722400,29,29.722 ms,155648,152,0
HeapSort,53805000,53,53.805 ms,151552,148,0
MergeSort,128662200,128,128.662 ms,1101824,1076,1
InsertionSort,20478164500,20478,20.478 s,823296,804,0
SelectionSort,340899582100,340899,340.900 s,860160,840,0
BubbleSort,886326906600,886326,886.327 s,802816,784,0
