Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,1057400,1,1.057 ms,106496,104,0
HeapSort,2038300,2,2.038 ms,208896,204,0
MergeSort,7032100,7,7.032 ms,217088,212,0
InsertionSort,18552900,18,18.553 ms,0,0,0
SelectionSort,680617000,680,680.617 ms,0,0,0
BubbleSort,1905391900,1905,1.905 s,0,0,0
