Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,5907900,5,5.908 ms,385024,376,0
HeapSort,11598100,11,11.598 ms,327680,320,0
MergeSort,33369000,33,33.369 ms,237568,232,0
InsertionSort,329676000,329,329.676 ms,8192,8,0
SelectionSort,13991927500,13991,13.992 s,0,0,0
BubbleSort,32674673300,32674,32.675 s,0,0,0
