Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
HeapSort,8486500,8,8.486 ms,303104,296,0
MergeSort,27753900,27,27.754 ms,237568,232,0
QuickSort,35252400,35,35.252 ms,94208,92,0
InsertionSort,5148273600,5148,5.148 s,0,0,0
SelectionSort,9455635500,9455,9.456 s,45056,44,0
BubbleSort,115312843000,115312,115.313 s,0,0,0
