Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,12113400,12,12.113 ms,282624,276,0
HeapSort,22935500,22,22.936 ms,479232,468,0
MergeSort,61031100,61,61.031 ms,356352,348,0
InsertionSort,1818224800,1818,1.818 s,176128,172,0
SelectionSort,24395951100,24395,24.396 s,4096,4,0
BubbleSort,68601825000,68601,68.602 s,45056,44,0
