Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,8599800,8,8.600 ms,77824,76,0
HeapSort,14013500,14,14.014 ms,270336,264,0
MergeSort,36604000,36,36.604 ms,212992,208,0
InsertionSort,2296687700,2296,2.297 s,147456,144,0
SelectionSort,34021898300,34021,34.022 s,0,0,0
BubbleSort,97013192100,97013,97.013 s,0,0,0
