Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,8164000,8,8.164 ms,417792,408,0
HeapSort,14516500,14,14.517 ms,311296,304,0
MergeSort,40063800,40,40.064 ms,176128,172,0
InsertionSort,2336930400,2336,2.337 s,53248,52,0
SelectionSort,34845822800,34845,34.846 s,0,0,0
BubbleSort,97510063900,97510,97.510 s,0,0,0
