Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,582500,0,582.500 us,24576,24,0
HeapSort,3421800,3,3.422 ms,172032,168,0
MergeSort,21136800,21,21.137 ms,208896,204,0
InsertionSort,496471700,496,496.472 ms,36864,36,0
SelectionSort,2215050400,2215,2.215 s,151552,148,0
BubbleSort,20192517100,20192,20.193 s,0,0,0
