Algoritm,Timp_ns,Timp_ms,Timp_uman,RAM_bytes,RAM_KB,RAM_MB
QuickSort,1157900,1,1.158 ms,110592,108,0
HeapSort,7279700,7,7.280 ms,274432,268,0
MergeSort,28896600,28,28.897 ms,290816,284,0
InsertionSort,1884736600,1884,1.885 s,131072,128,0
SelectionSort,11084588900,11084,11.085 s,0,0,0
BubbleSort,82728514700,82728,82.729 s,0,0,0
